ID,Anzahl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Harz,9,"Brehmer, Heike Martina (CDU - MdB, Dipl.-Betriebswirtin (FH) - Wernigerode)","Stefanowicz, Sören (AfD - Glasgraveur, DJ - Wernigerode)","Lippmann, Dr. Karsten (DIE LINKE - Historiker - Halberstadt)","Berger, Maik (SPD - Gebietsleiter - Huy)","Köcke, Denise (FDP - Studentin - Halberstadt)","Strauhs, Wolfgang (GRÜNE - Koch - Wernigerode)","Gottschalk, Carlo (FREIE WÄHLER - Geschäftsführer Autohaus - Thale)","Rohrbeck, Uwe (dieBasis - Angestellter ö. D. - Wegeleben)","Barth, Thomas (Einzelbewerbung - Techniker - Witten)",null,null,null,null,null,null,null,null,null
Magdeburg,14,"Sorge, Tino (CDU - MdB, Rechtsanwalt - Magdeburg)","Pasemann, Frank (AfD - selbstständig - Magdeburg)","Scheunchen, Chris (DIE LINKE - Student - Magdeburg)","Kröber, Martin (SPD - Geschäftsstellenleiter - Magdeburg)","Horn, Dr. Fabian (FDP - Volkswirt - Magdeburg)","Liebau, Urs Justus Jasper Gregor (GRÜNE - Wirtschaftsingenieur - Magdeburg)","Fassl, Aila (Tierschutzallianz - Polizeibeamtin - Magdeburg)","Schröder, Eckhard Horst (FREIE WÄHLER - selbstständig - Magdeburg)","Graviat, Luisa (Die PARTEI - Auszubildende - Magdeburg)","Zander, Roland (Gartenpartei - selbstständig - Magdeburg)","Wiegenstein, Daniel Alexander (MLPD - Anlagenfahrer - Magdeburg)","Füllmich, Dr. Reiner (dieBasis - Rechtsanwalt - Göttingen)","von Pokrzywnicki, Peter (ÖDP - Dipl.-Ing., selbstständig - Magdeburg)","Kretschmer, Dr. Franka (#TeamFranka - Dr.-Ing. Energietechnik - Magdeburg)",null,null,null,null
Dessau – Wittenberg,10,"Müller, Sepp (CDU - Mitglied des Deutschen Bundestages - Gräfenhainichen)","Mrosek, Andreas (AfD - Mitglied des Deutschen Bundestages - Dessau-Roßlau)","Hüthel, Johannes (DIE LINKE - Auszubildender Verwaltungsfachangestellter - Dessau-Roßlau)","Schneider, Leonard (SPD - Student - Wittenberg)","Oppelt, Alexander Martin (FDP - Unternehmer - Dessau-Roßlau)","Lemke, Steffi (GRÜNE - Dipl.-Agraringenieurin - Berlin)","Slavicek, Steven (FREIE WÄHLER - Restaurantfachmann - Wittenberg)","Wolff, Ernst (dieBasis - Journalist - Berlin)","Rohne, Mario (Einzelbewerbung - Dipl.-Kaufmann - Jessen (Elster))","Wassenaar, Günther (Einzelbewerbung - Rentner - Wittenberg)",null,null,null,null,null,null,null,null
Anhalt,9,"Wyszkowski, Frank (CDU - Hoteldirektor - Bernburg (Saale))","Ziegler, Kay-Uwe (AfD - Kaufmann, Geschäftsführer - Bitterfeld-Wolfen)","Korte, Jan (DIE LINKE - MdB, Politikwissenschaftler (M. A.) - Berlin)","Stamm, Anne (SPD - Gebietsverkaufsleiterin - Bitterfeld-Wolfen)","Fiedler, Thorben (FDP - Sozialversicherungsangestellter - Bitterfeld-Wolfen)","Schweizer, Dr. Hans Jakob Charles (GRÜNE - Physiker - Berlin)","Schneider, Ronny (FREIE WÄHLER - Angestellter - Zörbig)","Fontes, Alkje (dieBasis - Fotografin - Hohenberg-Krusemark)","Zimmermann, Johanna (Einzelbewerbung - Pädagogin - Bitterfeld-Wolfen)",null,null,null,null,null,null,null,null,null
Halle,10,"Bernstiel, Christoph (CDU - Politikwissenschaftler, Kommunikationsberater - Halle (Saale))","Raue, Alexander (AfD - Dipl.-Ing. Bauwesen (FH) - Halle (Saale))","Sitte, Dr. Petra (DIE LINKE - MdB, Dipl.-Ökonomin - Halle (Saale))","Diaby, Dr. Karamba (SPD - MdB, Dipl.-Chemiker - Halle (Saale))","Mark, Yana (FDP - Rechtsanwältin - Halle (Saale))","Brock, Dr. Inés (GRÜNE - Kinder- und Jugendlichenpsychotherapeutin - Halle (Saale))","Menke, Andrea (FREIE WÄHLER - Unternehmerin - Halle (Saale))","Brand, Jakob (Die PARTEI - Student - Halle (Saale))","Mauson, Adrian Manuel (MLPD - Logistik-Arbeiter - Halle (Saale))","Kohn, Stephan (dieBasis - Politologe - Berlin)",null,null,null,null,null,null,null,null
Burgenland – Saalekreis,7,"Stier, Dieter (CDU - MdB, Dipl.-Agraringenieur - Weißenfels)","Reichardt, Martin (AfD - Dipl.-Pädagoge - Hohe Börde)","Bull-Bischoff, Dr. Birke (DIE LINKE - MdB, Soziologin - Halle (Saale))","Wojtyschak, Jens (SPD - Dipl.-Ingenieur (B. A.) - Lützen)","Sonntag, Carsten (FDP - Energiewirtschaftsmanager - Elsteraue)","Hoffmann, Martina (GRÜNE - Angestellte - Schkopau)","Jahr, Jens (dieBasis - Kraftfahrer - Teuchern)",null,null,null,null,null,null,null,null,null,null,null
Mansfeld,8,"Schweiger, Torsten (CDU - Dipl.-Ingenieur - Sangerhausen)","Farle, Robert (AfD - Rechtsanwalt, Steuerberater - Seegebiet Mansfelder Land)","Feuerberg, Daniel (DIE LINKE - IT-Systemkaufmann - Mansfeld)","Budde, Katrin (SPD - Dipl.-Ing. Arbeitsgestaltung - Magdeburg)","Bodtke, Ingo (FDP - Ingenieur Fleischwirtschaft - Wimmelburg)","Erdmann, Mika-Sören (GRÜNE - Auszubildender - Schkopau)","Biedermann, Sarah Katharina (FREIE WÄHLER - Personalsachbearbeiterin - Magdeburg)","Kynast, Pierre (dieBasis - Philosoph, Unternehmer - Merseburg)",null,null,null,null,null,null,null,null,null,null
Berlin-Mitte,17,"Klein, Dr. Ottilie Paola (CDU - Abteilungsdirektorin - Berlin)","Neise, Martin (DIE LINKE - polit. Bildner - Berlin)","Klose, Annika Gisela (SPD - Sozialwissenschaftlerin - Berlin)","Steinmüller, Hanna (GRÜNE - wiss. Mitarbeiterin - Berlin)","von Storch, Beatrix (AfD - MdB, Rechtsanwältin - Berlin)","Kryszan, Anna (FDP - Lehramtsanwärterin, Referendarin - Berlin)","Pohlmann, Martin Gregor (Die PARTEI - Wirt - Berlin)","Tsambasis, Georg Daniel (Tierschutzpartei - Student - Berlin)","Schwald, Torsten (PIRATEN - EDV-Fachmann - Berlin)","Borrmann, Richard (ÖDP - Bauleitung Spezialtiefbau - Nuthetal)","Höcker, Annegret (MLPD - Lehrerin - Berlin)","Fritz, Rudolf (LKR - Betriebswirt - Berlin)","Mörsel, Juliane (Die Humanisten - Studentin der Physik - Berlin)","Sternberg-Mottaghi Irvani, Valerie Susanne Magdalena (Volt - Kommunikationsberaterin - Berlin)","Fischer, Ulrike Viviane (dieBasis - Rechtsanwältin - Berlin)","Fielsch, Michael (Einzelbewerbung - Rentner - Lübtheen)","Zebian, Ayman (Einzelbewerbung - arbeitssuchend - Berlin)",null
Berlin-Pankow,14,"Anders-Granitzki, Manuela (CDU - Lehrerin - Berlin)","Wolf, Udo (DIE LINKE - Mitglied des Berliner Abgeordnetenhauses - Berlin)","Mindrup, Klaus (SPD - MdB, Dipl.-Biologe - Berlin)","Gelbhaar, Stefan (GRÜNE - MdB, Rechtsanwalt - Berlin)","Frömming, Dr. Götz (AfD - MdB, Gymnasiallehrer - Berlin)","Kluckert, Daniela Kathrin (FDP - MdB, Dipl.-Volkswirtin - Berlin)","Kiesewalter, Jannis (Die PARTEI - Erzieher - Berlin)","Weihusen, Elke (Tierschutzpartei - Germanistin - Berlin)","Utz, Marianne (PIRATEN - Übersetzerin, Rentnerin - Berlin)","Schwärsky-von Brünken, Ilja (FREIE WÄHLER - Opernsänger - Berlin)","Werth, Felix (Gesundheitsforschung - Biowissenschaftler - Berlin)","Kuhn, Thomas Georg (ÖDP - Vermessungstechniker - Berlin)","Seifert, Paul Daniel (LKR - Student - Berlin)","von Loeper, Paul-Johann Georg (Volt - Politiker - Berlin)",null,null,null,null
Berlin-Reinickendorf,12,"Grütters, Monika (CDU - Kunsthistorikerin - Berlin)","Taş, Hakan (DIE LINKE - Mitglied des Berliner Abgeordnetenhauses - Berlin)","Einstmann, Torsten (SPD - Dipl.-Sozialwissenschaftler - Berlin)","Schwarz, Bernd (GRÜNE - wiss. Mitarbeiter - Berlin)","Maack, Sebastian (AfD - Beamter - Berlin)","Ohnesorge, Friedrich Jan (FDP - Rechtsanwalt - Berlin)","Klimas, Pauline (Die PARTEI - Beamtin - Mühlenbecker Land)","Nabrdalik, Friederike (Tierschutzpartei - Verpackungsingenieurin - Berlin)","Schulz, Michael (Die Grauen - Fahrlehrer - Berlin)","Steffel, Dirk (FREIE WÄHLER - Dipl.-Einkaufsexperte (BME), Produktmanager - Berlin)","Neumann, Andreas (ÖDP - techn. Revisor - Berlin)","Salzmann, Dr. Manfred (dieBasis - Dipl.-Physiker, Dipl.-Wirtschaftsingenieur - Berlin)",null,null,null,null,null,null
Berlin-Spandau – Charlottenburg Nord,14,"Chialo, Joe (CDU - Musikmanager - Berlin)","Sommer, Helin Evrim (DIE LINKE - Mitglied des Deutschen Bundestages - Berlin)","Kleebank, Helmut (SPD - Bezirksbürgermeister - Berlin)","Laube, Steffen (GRÜNE - Student - Berlin)","Garnis, Lukas (AfD - Kaufmann - Berlin)","Znanewitz, Dominik (FDP - Dipl.-Ingenieur Energie- und Umwelttechnik (B. A.) - Berlin)","Grobert, Rhavin (Die PARTEI - Techniker, Musiker, Administrator - Berlin)","Spiegeler Castañeda, Aida Paola (Tierschutzpartei - Master of Laws (LL. M.) - Berlin)","Jahn, Jens-Eberhard (ÖDP - Lehrer - Leipzig)","Engel, Esther (MLPD - Mechanikerin - Gelsenkirchen)","Jädicke, Nicole (LKR - geprüfte Schutz- und Sicherheitskraft - Berlin)","Zühlke, Philipp (dieBasis - Dipl.-Volkswirt, Dipl.-Kaufmann - Berlin)","Dönicke, Michael (BÜNDNIS21 - selbstständig - Berlin)","Bunte, Lucia (Einzelbewerbung - Dipl.-Psychologin, Ministerialreferentin - Berlin)",null,null,null,null
Berlin-Steglitz-Zehlendorf,14,"Heilmann, Thomas (CDU - Jurist - Berlin)","Otto, Marcus Dirk (DIE LINKE - Betreuer - Berlin)","Stüwe, Ruppert Fritz Johannes (SPD - Dipl.-Volkswirt - Berlin)","Stahr, Nina (GRÜNE - Landesvorsitzende BÜNDNIS 90/DIE GRÜNEN - Berlin)","Malsack-Winkemann, Dr. Birgit Theresia (AfD - Richterin am Landgericht - Berlin)","Krumrey, Hanns-Henning Kurt Reimer (FDP - Journalist - Berlin)","Westmann, Erik Claus Nils (Die PARTEI - Veranstaltungstechniker - Berlin)","Höll, Laura (Tierschutzpartei - Informatikerin - Berlin)","Boroviczény, Georg (PIRATEN - Rentner - Berlin)","von Lüdeke, Klaus-Peter (FREIE WÄHLER - selbstständig - Berlin)","Harter, Karl-Friedrich (Gesundheitsforschung - Unternehmer - Berlin)","Sahl, Alina (ÖDP - Psychologin - Berlin)","Schanz, Carsten (LKR - Polizeibeamter a. D. - Berlin)","Hacker, Claus-Henning Christian (dieBasis - Rechtsanwalt - Berlin)",null,null,null,null
Berlin-Charlottenburg-Wilmersdorf,15,"Gröhler, Klaus-Dieter (CDU - MdB, Jurist - Berlin)","Efler, Michael (DIE LINKE - Mitglied des Berliner Abgeordnetenhauses - Berlin)","Müller, Rainer Michael (SPD - Regierender Bürgermeister - Berlin)","Paus, Elisabeth Maria (GRÜNE - Mitglied des Deutschen Bundestages - Berlin)","Doerfler, Eva-Marie Anna (AfD - Physikerin - Berlin)","Meyer, Christoph Werner (FDP - MdB, Rechtsanwalt - Berlin)","Schwertfeger, Lennart Quirin (Die PARTEI - Student - Berlin)","Spiering, Henriette (Tierschutzpartei - Filmproduzentin - Berlin)","Lehnen, Therese (PIRATEN - Rechtsfachwirtin - Berlin)","Luthe, Marcel (FREIE WÄHLER - Mitglied des Deutschen Bundestages - Berlin)","Arnold, Lars Clemens (ÖDP - selbst. Unternehmensberater - Berlin)","Schmidt, Dr. Christian Andreas (LKR - Pensionär - Berlin)","Wolf, Barend (Die Humanisten - Ingenieur Fahrzeugtechnik - Berlin)","Linge, Carolin (dieBasis - Kommunikationswirtin, freischaffende Künstlerin - Berlin)","Voß, Norbert Detlef (Einzelbewerbung - Dipl.-Ing., beratender Ingenieur Bauwesen - Berlin)",null,null,null
Berlin-Tempelhof-Schöneberg,14,"Luczak, Dr. Jan-Marco (CDU - Rechtsanwalt - Berlin)","King, Alexander (DIE LINKE - wiss. Mitarbeiter - Berlin)","Kühnert, Kevin (SPD - Angestellter - Berlin)","Künast, Renate Elly (GRÜNE - Mitglied des Deutschen Bundestages - Berlin)","Hansel, Frank-Christian (AfD - MdA, Politologe - Berlin)","Lindemann, Lars (FDP - Rechtsanwalt - Kleinmachnow)","Geissler, Marie (Die PARTEI - Projektmanagerin, Sprecher:innendisponentin - Berlin)","Ullrich, Martin Jürgen (Tierschutzpartei - Kommunikationsdesigner - Berlin)","Spies, Alexander (PIRATEN - Softwareentwickler - Berlin)","Rhode, Mario (FREIE WÄHLER - Gastronom - Berlin)","Jäkel, Kirsten (ÖDP - Leiterin einer Musikschule - Berlin)","Speich, Dr. Thomas Konstantin (LKR - Arzt - Berlin)","Wappler, Karsten Heiko (dieBasis - Softwareentwickler - Berlin)","Azbak, Sahin (MENSCHLICHE WELT - Übersetzer - Berlin)",null,null,null,null
Berlin-Neukölln,16,"Schwarzer, Christina (CDU - selbstständig - Berlin)","Schnell, Lucia (DIE LINKE - wiss. Mitarbeiterin im Deutschen Bundestag - Berlin)","Demir, Hakan (SPD - wiss. Mitarbeiter im Deutschen Bundestag - Berlin)","Audretsch, Andreas (GRÜNE - Politikwissenschaftler - Berlin)","Goldammer, Marcel (AfD - freier Journalist - Jettenbach)","Falkenberg, Janine (FDP - Wirtschaftsjuristin, Personalreferentin - Berlin)","Tegtow, Thomas (Die PARTEI - Frontoffice in der Hotellerie - Berlin)","Rosenbaum, Ishai (Tierschutzpartei - Historiker, Politologe - Berlin)","Tawil, Mohamad Rafic Mustapha (MLPD - Journalist - Berlin)","Lieberam, Christian (LKR - selbst. Geschäftsführer - Berlin)","Öruc, Havva (Team Todenhöfer - Studentin - Berlin)","Meyer, Wilfried Bernd (dieBasis - IT-Trainer - Berlin)","Cole, Ramona (sonstige - Pflegekraft - Berlin)","Pape, Christian (Einzelbewerbung - Dipl.-Volkswirt, Dipl.-Wirtschaftsingenieur - Berlin)","Lindlmair, Thomas (Einzelbewerbung - Mieterinitiative, Hartz-IV-Beratung und Begleitung, Kaufmann - Berlin)","Moser, Kilian Leon (Einzelbewerbung - Dipl.-Betriebswirt (FH) - Berlin)",null,null
Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,17,"Kratzsch, Kevin (CDU - Schausteller, Gastronom - Berlin)","Meiser, Pascal (DIE LINKE - Dipl.-Politikwissenschaftler - Berlin)","Kiziltepe, Cansel (SPD - MdB, Dipl.-Volkswirtin - Berlin)","Bayram, Canan (GRÜNE - Rechtsanwältin - Berlin)","Schmidt, Sibylle Christine (AfD - Betriebswirtin - Berlin)","Riedel, Ann Cathrin (FDP - Teammanagerin Digitalisierung und Innovation - Berlin)","Sonneborn, Martin (Die PARTEI - Politiker - Berlin)","Motzkus, Marie Charlotte (Tierschutzpartei - Studentin - Berlin)","Schmitt, Dr. Franz Josef (PIRATEN - wiss. Mitarbeiter - Berlin)","Albers, Hagen Gerwald (ÖDP - Digitalberater - Berlin)","Drakos, Nicole (du. - Programmkoordinatorin, Angestellte - Berlin)","Araki, Chaker Anis (MLPD - Dipl.-Ingenieur Fahrzeugtechnik - Berlin)","Heym, Stephan Johannes (Die Humanisten - Redakteur - Berlin)","Muysers, Dr. Carola (dieBasis - Kunsthistorikerin - Berlin)","Roth, Zarah-Louise (B* - Redakteurin - Berlin)","Wendt, Frigga Maja (Einzelbewerbung - freiberufl. Bildungsträgerin in Hartz IV - Berlin)","Snelinski, Oliver (Einzelbewerbung - Lehrer - Berlin)",null
Berlin-Treptow-Köpenick,13,"Pechstein, Claudia (CDU - Bundespolizistin, Leistungssportlerin - Berlin)","Gysi, Gregor (DIE LINKE - Rechtsanwalt - Berlin)","Trăsnea, Ana-Maria (SPD - Referentin - Berlin)","Esser, Annkatrin (GRÜNE - Studentin - Berlin)","Henkel, Denis (AfD - Volljurist - Berlin)","Grouwet, Carl Jean Marie (FDP - Büroleiter und wiss. Mitarbeiter - Berlin)","Günther, Daniel (Die PARTEI - Soldat - Berlin)","Anhalt, Markus (Tierschutzpartei - Veranstaltungskaufmann - Berlin)","Knape, Michael (FREIE WÄHLER - Polizeidirektor a. D., Pensionär - Berlin)","Kadow, Steffen (ÖDP - Umweltingenieur, Ingenieur erneuerbare Energien - Berlin)","Reich, Claudius Wolfgang Hermann (MLPD - Reisekaufmann - Berlin)","Witte, Randy (LKR - selbstständig - Berlin)","Macheleidt, Maria Eva (dieBasis - Studentin - Berlin)",null,null,null,null,null
Berlin-Marzahn-Hellersdorf,11,"Czaja, Mario (CDU - Mitglied des Deutschen Bundestages - Berlin)","Pau, Petra Angelika (DIE LINKE - Mitglied des Deutschen Bundestages - Berlin)","Bloch, Enrico (SPD - freigestellter Betriebsrat - Berlin)","Thiel-Klein, Anne Renate Helga (GRÜNE - Lehrerin - Berlin)","Braun, Thomas (AfD - Dipl.-Pädagoge - Berlin)","Schmidt, Alice Katherine (FDP - Senior Consultant - Berlin)","Schulteisz, Andrea Simone (Die PARTEI - Buchhalterin - Berlin)","Seidel-Grothe, Ina (Tierschutzpartei - Pädagogin - Berlin)","Wolfer, Christa (MLPD - Lehrerin - Halle (Saale))","Scherka, Axel (LKR - Musiker - Berlin)","Lucas, Dietmar (dieBasis - Psychotherapeut - Berlin)",null,null,null,null,null,null,null
Berlin-Lichtenberg,13,"Nünthel, Wilfried (CDU - Rentner - Berlin)","Lötzsch, Dr. Gesine (DIE LINKE - Mitglied des Deutschen Bundestages - Berlin)","Ingenbleek, Dr. Anja Sigrid (SPD - Lehrerin - Berlin)","Dornheim, Dr. Laura Sophie (GRÜNE - Wirtschaftsinformatikerin - Berlin)","Drewes, Dietmar (AfD - Rentner - Berlin)","Thiel, Lina (FDP - Studentin - Berlin)","Röhner, Dr. Nora (Die PARTEI - Wissenschaftlerin für Frieden und Sicherheit - Berlin)","Michel, Katja (Tierschutzpartei - Lehrerin - Berlin)","Bauer, Tobias (FREIE WÄHLER - Dipl.-Ingenieur, Lead IT-Security Consultant - Berlin)","Stemmer, Lisa (ÖDP - Fachassistentin Leistungsgewährung - Berlin)","Arnecke, Dagmar (MLPD - Rentnerin - Berlin)","Bruse, Matthias (LKR - Dozent - Berlin)","Klieboldt, Ulrich (dieBasis - Bergassessor - Berlin)",null,null,null,null,null
Aachen I,11,"Henke, Rudolf Paul Maria (CDU - Arzt - Aachen)","Rhie, Ye-One (SPD - Kommunikationswissenschaftlerin - Aachen)","Willkomm, Katharina (FDP - Rechtsanwältin - Langerwehe)","Lebien, Roger Henricus Katharina (AfD - Groß- und Außenhandelskaufmann - Aachen)","Krischer, Oliver (GRÜNE - Mitglied des Deutschen Bundestages - Düren)","Hunko, Andrej Konstantin (DIE LINKE - Publizist - Aachen)","Zobel, Dr. Elke (Die PARTEI - Softwareentwicklerin - Aachen)","Fink, Hans-Jürgen (FREIE WÄHLER - kaufm. Angestellter - Stolberg (Rhld.))","Korupp, Stephan (dieBasis - Arzt - Aachen)","Böving, Adonis (Einzelbewerbung - Motivations- und Kommunikationstrainer - Aachen)","Teßmann, Niklas (Einzelbewerbung - Student Maschinenbau - Aachen)",null,null,null,null,null,null,null
Aachen II,9,"dos Santos Firnhaber, Catarina (CDU - Rechtsanwältin - Eschweiler)","Moll, Claudia (SPD - staatl. anerkannte exam. Altenpflegerin - Eschweiler)","Haveneth, Birgit (FDP - Personal- und Verwaltungsleiterin - Roetgen)","Winterich, Michael (AfD - Angestellter - Eschweiler)","Benner, Lukas (GRÜNE - Doktorand - Aachen)","Koch, Johannes (DIE LINKE - Ingenieur im Anlagenbau - Eschweiler)","Heck, Eckhard (Die PARTEI - Autor - Aachen)","Keischgens, Josef Helmut (FREIE WÄHLER - Steuerberater - Simmerath)","Susen, Axel (dieBasis - Manager - Herzogenrath)",null,null,null,null,null,null,null,null,null
Heinsberg,9,"Oellers, Wilfried (CDU - Rechtsanwalt - Heinsberg)","Spinrath, Norbert (SPD - Polizeibeamter - Geilenkirchen)","Dorner, Alexander (FDP - Offizier der Bundeswehr - Geilenkirchen)","Navel, Hermann Joseph (AfD - Elektromeister - Wassenberg)","Meurer, Dignanllely (GRÜNE - kaufm. Angestellte - Erkelenz)","Birmann, Rüdiger (DIE LINKE - Gebietsverkaufsleiter - Wegberg)","Benecke, Dr. Mark Oliver (Die PARTEI - Kriminalbiologe - Köln)","Weiland, Hans-Peter (FREIE WÄHLER - Industriemeister - Heinsberg)","Aggelidis, Michael Georg (dieBasis - Rechtsanwalt - Bonn)",null,null,null,null,null,null,null,null,null
Düren,11,"Rachel, Thomas Walther (CDU - MdB, parl. Staatssekretär - Düren)","Nietan, Dietmar Heinrich (SPD - Mitglied des Deutschen Bundestages - Düren)","Jacobsen-Littig, Laura Sophie (FDP - Unternehmerin - Langerwehe)","Kochs, Wolfgang Heinrich Johann Helmut (AfD - Dipl.-Ing. Elektrotechnik - Titz)","Andrä, Christian Thomas (GRÜNE - Servicemanager - Langerwehe)","Veithen, Valentin Raimund (DIE LINKE - Rentner - Düren)","Staß, Stephan (Die PARTEI - selbstständig - Titz)","Eismar, Philipp Benno (PIRATEN - Student - Niederzier)","Bank, Frank Werner (FREIE WÄHLER - Elektrotechnikermeister - Düren)","Hürttlen, Werner Heinz (dieBasis - Dipl.-Ingenieur - Jülich)","Helmer, Peter Eberhard (UNABHÄNGIGE - Strahlenschutzfachkraft - Düren)",null,null,null,null,null,null,null
Rhein-Erft-Kreis I,10,"Kippels, Dr. Georg (CDU - MdB, Rechtsanwalt - Bedburg)","Spielmanns, Aaron Luca (SPD - Beamter - Bedburg)","Westerschulze, Stefan (FDP - Angestellter ö. D. - Kerpen)","Schmidt, Eugen (AfD - Dipl.-Informatiker - Hürth)","Warnecke, Rüdiger (GRÜNE - Geschäftsführer - Düsseldorf)","Seitz, Şirin Daniella (DIE LINKE - Literaturwissenschaftlerin - Brühl)","Katzmarek, Kristian (PIRATEN - Lehrer - Frechen)","Wokulat, Ulrich (FREIE WÄHLER - Bundesbeamter - Leverkusen)","Müller, Patrik Michael (dieBasis - selbstständig - Bedburg)","Susojev, Helene (LIEBE - Politikerin - Bergheim)",null,null,null,null,null,null,null,null
Euskirchen – Rhein-Erft-Kreis II,10,"Seif, Detlef (CDU - MdB, Rechtsanwalt - Weilerswist)","Andres, Dagmar (SPD - Referentin Bank - Erftstadt)","Herbrand, Markus (FDP - Steuerberater - Schleiden)","Lucassen, Hans-Rüdiger (AfD - Mitglied des Deutschen Bundestages - Bad Münstereifel)","Sand, Marion (GRÜNE - freiberufl. Filmproduktionsleiterin - Erftstadt)","Söhngen, Stefan (DIE LINKE - Student - Brühl)","Wolter, Jan-Luis (Die PARTEI - Student - Zülpich)","Tuchscherer, Stefano (PIRATEN - Auszubildender - Kerpen)","Esser, Jörg (FREIE WÄHLER - EDV-Angestellter - Zülpich)","Jesus Pinto, Paulo Michael (dieBasis - Unternehmensberater - Euskirchen)",null,null,null,null,null,null,null,null
Köln I,12,"Möring, Karsten Hinrich Wilhelm (CDU - Oberstudiendirektor i. R. - Köln)","Abdi, Sanae (SPD - Vertrags- und Finanzmanagerin - Köln)","Houben, Reinhard Arnold (FDP - Unternehmer - Köln)","Jacobi, Fabian (AfD - MdB, Rechtsanwalt - Köln)","Friede, Lisa-Marie (GRÜNE - wiss. Mitarbeiterin Bildungsforschung - Köln)","Eisfeld, Madeleine (DIE LINKE - Dipl.-Sozialarbeiterin - Köln)","Baron von Kruedener, Aaron Yannick (Die PARTEI - Student, Politiker - Köln)","Hagenbruch, Detlef Walter (FREIE WÄHLER - Consultant - Köln)","Höchtl, Elisabeth (MLPD - Lehrerin - Köln)","Schäfer, Ralf Mathias (dieBasis - selbstständig - Köln)","Müller, Rebekka Frieda (Volt - Projektmanagerin - Köln)","Przybylski, Martin Josef (Einzelbewerbung - Verkäufer Einzelhandel - Köln)",null,null,null,null,null,null
Köln II,12,"von Möller, Dr. Sandra (CDU - Rechtsanwältin, Unternehmerin - Köln)","Sollbach, Marion (SPD - Nachhaltigkeitsberaterin - Köln)","Krämer, Joachim Horst (FDP - Lehrer - Köln)","Leitterstorf, Luca Mike (AfD - Angestellter - Köln)","Lehmann, Sven (GRÜNE - Angestellter - Köln)","Birkwald, Matthias Walter (DIE LINKE - Dipl.-Sozialwissenschaftler - Köln)","Géczi, Judit (Die PARTEI - Krankenschwester - Burscheid)","Ilg, Torsten Rüdiger (FREIE WÄHLER - Filmschnittmeister - Köln)","Rezai, Mahdi (MLPD - Drucker i. R. - Köln)","Stehling, Walter Hermann-Josef (DKP - freier Künstler - Köln)","Hoffleit, Markus (dieBasis - Sales Manager - Köln)","Fuchs, Olivier Martin Boris Albert Octavian Friedrich (Volt - Hochschuldozent - Köln)",null,null,null,null,null,null
Köln III,13,"Manderla, Gisela Maria (CDU - Mitglied des Deutschen Bundestages - Köln)","Mützenich, Dr. Rolf Heinrich (SPD - Politikwissenschaftler - Köln)","Görzel, Volker (FDP - Rechtsanwalt - Köln)","Haug, Jochen (AfD - MdB, Rechtsanwalt - Köln)","Dröge, Katharina (GRÜNE - Volkswirtin - Köln)","Weisenstein, Michael (DIE LINKE - Dipl.-Sozialarbeiter - Köln)","Pott, Stefan (Die PARTEI - Koch - Köln)","Theiß, Norbert (FREIE WÄHLER - Unternehmer - Köln)","Dworschak, Reiner (MLPD - Werkstoffprüfer i. R. - Köln)","Schlürscheid, Songül (dieBasis - Bürokauffrau - Köln)","Peterka, Christopher Patrick (Volt - Geschäftsführer - Köln)","Podjaski, Maciej (Einzelbewerbung - selbstständig - Köln)","Goldbeck, Christoph Wilhelm (Einzelbewerbung - Filmemacher - Köln)",null,null,null,null,null
Bonn,12,"Jansen, Christoph (CDU - Leiter KommunalAkademie Konrad-Adenauer-Stiftung - Bonn)","Rosenthal, Jessica (SPD - Gesamtschullehrerin - Bonn)","Graf Lambsdorff, Alexander (FDP - Diplomat - Bonn)","Neuhoff, Prof. Dr. Hans Ludwig (AfD - Professor Hochschule - Düsseldorf)","Uhlig, Katrin Babette (GRÜNE - wiss. Referentin - Bonn)","Bergen, Ilja (DIE LINKE - Chemikant, Student BWL - Bonn)","van den Bergh, Moritz (Die PARTEI - Mediengestalter Web-Design - Bonn)","Acar, Jutta (FREIE WÄHLER - Bundesbeamtin i. R. - Bonn)","Stamm, Dr. Roger Kurt Siegfried (MLPD - Rentner - Siegburg)","Berneiser, Gregor Philipp (dieBasis - Betriebswirt - Bonn)","Limbach, Reinhard Otto Volker (LKR - Immobilienkaufmann - Bonn)","Genn, Livia Juliane (Volt - Studentin - Bonn)",null,null,null,null,null,null
