ID,Anzahl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Erlangen,14,"Müller, Stefan (CSU - Mitglied des Deutschen Bundestages - Großenseebach)","Stamm-Fibich, Martina Margarete (SPD - Mitglied des Deutschen Bundestages - Möhrendorf)","Beßler, Christian Burkhard (AfD - Unternehmer - Höchstadt a.d.Aisch)","Schwab, Ralf (FDP - Dipl.-Volkswirt - Möhrendorf)","Prietz, Tina Luisa (GRÜNE - Projektleiterin - Erlangen)","Häusler, Anna-Carina (FREIE WÄHLER - Managing Director - München)","Stadelmann, Christian Günter (ÖDP - Elektroingenieur - Erlangen)","Müller, Stefan (Die PARTEI - Sprachwissenschaftler - Berlin)","Purzner, Jürgen (PIRATEN - IT-Berater - Erlangen)","Straub, Richard Nikolaus (MLPD - Buchbinder - Nürnberg)","Weber, Torsten (dieBasis - gerontopsychiatrische Pflegefachkraft - Weisendorf)","Kunstmann, Adam (Einzelbewerbung - Schausteller - Erlangen)","Kalupner, Rüdiger Dietmar (Einzelbewerbung - Weltrevolutionär - Erlangen)","Henig, Susanne (Einzelbewerbung - Lehrerin - Nürnberg)",null,null,null,null
Fürth,13,"Winkler, Tobias (CSU - Leiter des Verbindungsbüros des Europäischen Parlaments - Roßtal)","Träger, Carsten Dietmar (SPD - Mitglied des Deutschen Bundestages - Fürth)","Klaukien, Thomas Adolf (AfD - kaufm. Angestellter - Fürth)","Bayer, Daniel Rene (FDP - Student - Fürth)","Kekeritz, Uwe Adolf Otto (GRÜNE - MdB, Dipl.-Volkswirt - Uffenheim)","Ruttmann, Dr. Hermann (DIE LINKE - Pfarrer - Dietersheim)","Mielchen, Stefan (FREIE WÄHLER - Versicherungskaufmann - Langenzenn)","John, Klaus (ÖDP - Dipl.-Pädagoge - Stein)","Brendecke, Fatimah (BP - Tupperware Beraterin - Fürth)","Walther, Catalina Sine (Die PARTEI - Schülerin - Fürth)","Reber, Katrin (dieBasis - Handelsfachwirtin - Fürth)","Wiedenmann, Stephan (Die Humanisten - Student - Großhabersdorf)","Schmidtell, Andreas Stefan (Volt - Elektroniker Geräte und Systeme - Fürth)",null,null,null,null,null
Nürnberg-Nord,13,"Brehm, Sebastian (CSU - MdB, Steuerberater - Nürnberg)","Heinrich, Gabriela (SPD - MdB, Redakteurin - Nürnberg)","Sichert, Martin Johannes (AfD - MdB, Dipl.-Kaufmann - Nürnberg)","Hessel, Katja (FDP - Rechtsanwältin, Steuerberaterin - Nürnberg)","Ganserer, Markus (Tessa) (GRÜNE - MdL, Försterin - Nürnberg)","Schüller, Titus (DIE LINKE - Orthopädiemechaniker - Nürnberg)","Estrada, Thomas Michael (FREIE WÄHLER - Dipl.-Verwaltungswirt (FH), Polizist - Nürnberg)","Rechholz, Christian Gerhard Wolfgang (ÖDP - Lehrer - Nürnberg)","Küffner, Lukas (PIRATEN - Student - Nürnberg)","Barimis, Michel (MLPD - Kaufmann für Büromanagement - Nürnberg)","Kinzel, Klaus Christian (dieBasis - Dipl.-Ingenieur (FH) - Nürnberg)","Penninger, Christian (Volt - Produktentwickler - Nürnberg)","Eppel, Markus Peter (Einzelbewerbung - Dr.-Ing. Elektrotechnik - Nürnberg)",null,null,null,null,null
Nürnberg-Süd,10,"Frieser, Michael (CSU - MdB, Rechtsanwalt - Nürnberg)","Grämmer, Thomas Robert (SPD - Erzieher, Geschäftsführer - Schwabach)","Vogler, Matthias (AfD - Rettungsassistent, Betriebswirt - Nürnberg)","Preißinger, Marco Ramon (FDP - Fachinformatiker Systemintegration - Nürnberg)","Müller, Sascha (GRÜNE - Sportjournalist - Nürnberg)","Flach Gomez, Kathrin (DIE LINKE - Kulturgeografin (M. A.) - Nürnberg)","Mack, Sonja (FREIE WÄHLER - Erzieherin - Schwabach)","Zankl, Claudia (ÖDP - Projektmanagerin im Gesundheitswesen - Nürnberg)","Polster-Strobl, Karoline Cornelia (dieBasis - Beraterin für Ethik im Gesundheitswesen, Krankenschwester - Nürnberg)","Çelik, Deniz Oruç (Volt - Student - Dachau)",null,null,null,null,null,null,null,null
Roth,13,"Edelhäußer, Ralph (CSU - Erster Bürgermeister - Roth)","Plobner, Jan Heinz Stefan (SPD - Standesbeamter - Altdorf b.Nürnberg)","Norgall, Klaus (AfD - Dipl.-Ingenieur (univ.), Beamter a. D. - Feucht)","Lütke, Kristine (FDP - Pflegeunternehmerin - Nürnberg)","Erbe, Felix Dorian (GRÜNE - Grundschullehrer - Hilpoltstein)","Schötz, Evelyn (DIE LINKE - Altenpflegerin - Schwaig b.Nürnberg)","Locke, Felix Johannes (FREIE WÄHLER - Konzernprojektleiter - Lauf a.d.Pegnitz)","Henninger, Pascal Andreas (ÖDP - Industrietechnologe - Röthenbach a.d.Pegnitz)","Weggenmann, Max Christian (Die PARTEI - Biologe - Roth)","Häffner, Julian Johannes (PIRATEN - Schüler - Hersbruck)","Kuschel, Stefan Heinz (dieBasis - Notfallsanitäter - Roth)","Nehring, Marcus (LKR - Polizeiverwaltungsbeamter - Simmelsdorf)","Schlot, Prof. Dr. Udo (Einzelbewerbung - Facharzt Neurochirurgie - Herne)",null,null,null,null,null
Aschaffenburg,14,"Lindholz, Andrea (CSU - MdB, Rechtsanwältin - Goldbach)","Wüst, Tobias Rainer (SPD - Bereichsleiter - Aschaffenburg)","Baumann, Jörg Anton (AfD - Polizeibeamter - Haibach)","Klein, Karsten (FDP - MdB, Dipl.-Kaufmann - Aschaffenburg)","Wagener, Niklas (GRÜNE - Student der Forstwirtschaft - Aschaffenburg)","Hofmann, Florian (DIE LINKE - Chemikant - Mömbris)","Withauer, Benjamin Joachim Michael (FREIE WÄHLER - Supply Chain Specialist - Kleinostheim)","Dehn, Katharina (ÖDP - Geschäftsleiterin - Aschaffenburg)","Reiniger, Andreas Walter Karl (BP - techn. Angestellter - Kahl a.Main)","Portscher, Andreas Nikolas (Die PARTEI - staatl. anerkannter Erzieher - Aschaffenburg)","Arnold, Bendrick (MLPD - Rentner - Aschaffenburg)","Pflug, Sylvia (dieBasis - Angestellte - Aschaffenburg)","Stenger, Holger Johannes (LKR - selbst. Kaufmann - Aschaffenburg)","Lembach, Ralf Josef (Einzelbewerbung - Hausverwalter - Laufach)",null,null,null,null
Bad Kissingen,11,"Bär, Dorothee Gisela Renate Maria (CSU - MdB, Staatsministerin - Ebelsbach)","Dittmar, Sabine (SPD - MdB, Ärztin - Maßbach)","Lippold-Eggen, Freia (AfD - Betriebswirtin i. R. - Bad Kissingen)","Schenk Graf von Stauffenberg, Maximilian Karl (FDP - selbst. Eventmanager - Höchheim)","Rottmann, Dr. Manuela (GRÜNE - MdB, Juristin - Hammelburg)","Scheeres, Claus (DIE LINKE - Notfallsanitäter - Münnerstadt)","Helmerich, Frank (FREIE WÄHLER - Gymnasiallehrer - Bad Königshofen i.Grabfeld)","Reinhard, Michaela Elisabeth (ÖDP - Gymnasiallehrerin - Bad Kissingen)","Johannes, Sonja (Die PARTEI - Ergotherapeutin - Münnerstadt)","Garnache, Marco (dieBasis - Elektrotechniker - Maroldsweisach)","Kaiser, Michael (Einzelbewerbung - techn. Assistent für Informatik - Rauhenebrach)",null,null,null,null,null,null,null
Main-Spessart,10,"Hoffmann, Alexander (CSU - MdB, Oberrechtsrat - Zellingen)","Rützel, Bernd Ferdinand (SPD - MdB, techn. Oberamtsrat a. D. - Gemünden a.Main)","Jentzsch, René (AfD - selbstständig - Höchstadt a.d.Aisch)","Jannek, Werner Bruno (FDP - Unternehmensberater Marketingkommunikation - Marktheidenfeld)","Beck, Armin (GRÜNE - Rechtsanwalt - Karlstadt)","Adrian, Andreas (DIE LINKE - Kinderpfleger - Großwallstadt)","Klug, Jessica Andrea (FREIE WÄHLER - Projektmanagerin - Obernburg a.Main)","Winter, Wolfgang Franz (ÖDP - Rentner - Sulzbach a.Main)","Schmitt, Sabine Theresia (dieBasis - Sekretärin, selbstständig - Gemünden a.Main)","Roth, Daniel Dieter Bernhard (LKR - Koch - Leidersbach)",null,null,null,null,null,null,null,null
Schweinfurt,12,"Weisgerber, Dr. Anja (CSU - MdB, Rechtsanwältin - Schwebheim)","Hümpfer, Markus Klaus (SPD - Ingenieur - Schonungen)","Schuhmann, Bernd Willi Karl (AfD - Gartenbautechniker - Schwebheim)","Stark, Daniel (FDP - Elektromeister - Sulzheim)","Lommatzsch, Nicolas (GRÜNE - Sparkassenbetriebswirt - Schweinfurt)","Ernst, Klaus Friedrich (DIE LINKE - MdB, Gewerkschaftssekretär - Arnstein)","Graham, Andrea Brenda (FREIE WÄHLER - selbst. Kosmetikberaterin - Schweinfurt)","Hrnicek-Hubert, Stefan (ÖDP - Dipl.-Ingenieur (FH) - Schweinfurt)","Van Huet, Cedrick (BP - Schüler - Marktbreit)","Setter, Manfred Johannes (MLPD - Schlosser - Schweinfurt)","Trasente, Pasquale (dieBasis - CNC-Schleifer - Poppenhausen)","Lorey, Herbert Sebastian (UNABHÄNGIGE - Maschinenbauer - Wiesentheid)",null,null,null,null,null,null
Würzburg,10,"Lehrieder, Paul Alois (CSU - MdB, Rechtsanwalt - Gaukönigshofen)","Altenhöner, Freya (SPD - Sozialpädagogin - Würzburg)","Ullmann, Prof. Dr. Andrew John (FDP - MdB, Universitätsprofessor klinische Infektiologie - Würzburg)","Hansen, Johannes Sebastian (GRÜNE - Chemiker - Waldbüttelbrunn)","Barrientos Krauss, Simone Anita (DIE LINKE - Mitglied des Deutschen Bundestages - Ochsenfurt)","Starosta, Robert Peter (FREIE WÄHLER - Kaufmann - Würzburg)","Wierlemann, Stefanie Erika (ÖDP - Dipl.-Betriebswirtin - Randersacker)","Hämmelmann, Robert Kurt (dieBasis - Schlossermeister - Würzburg)","Herter, Thomas (Die Humanisten - Lehrer - Würzburg)","Schürer, Horst Michael (Einzelbewerbung - Dipl.-Kaufmann - Würzburg)",null,null,null,null,null,null,null,null
Augsburg-Stadt,16,"Ullrich, Dr. Volker Michael (CSU - MdB, Jurist - Augsburg)","Bahr, Ulrike Renate Martina (SPD - MdB, Hauptschullehrerin - Augsburg)","Scheirich, Raimond Christian (AfD - Umweltingenieur - Augsburg)","Meyer, Alexander (FDP - Rechtsanwalt - Augsburg)","Roth, Claudia Benedikta (GRÜNE - Bundestagsvizepräsidentin - Augsburg)","Hintermayr, Frederik Maximilian (DIE LINKE - Gesundheits- und Krankenpfleger - Augsburg)","Müller, Bernhard (FREIE WÄHLER - Fahrlehrer - Augsburg)","Mai, Alexander (ÖDP - Student - Augsburg)","Steinböck, Anton (BP - Fahrschulleiter - Augsburg)","Kurschat, Roland (Die PARTEI - Betriebsleiter - Augsburg)","Weingart, Anna Xenia (V-Partei³ - Studentin - Augsburg)","Bauer, Emil Karl Eckehard (MLPD - Lehrer für Techniker i. R. - Augsburg)","Jaeger, Klaus (dieBasis - Elektromeister - Augsburg)","Rüttiger, Nelly Dorothea (Volt - Biochemikerin - Augsburg)","Kolb, Alexandra Theresa (Einzelbewerbung - Rechtsanwältin - Augsburg)","Sirin, Ediz Lokman Can (Einzelbewerbung - Student - Augsburg)",null,null
Augsburg-Land,10,"Durz, Hansjörg (CSU - Mitglied des Deutschen Bundestages - Neusäß)","Heubach, Heike (SPD - Industriekauffrau - Stadtbergen)","Kraft, Dr. Rainer Detlef (AfD - Mitglied des Deutschen Bundestages - Langweid a.Lech)","Krause, Matthias (FDP - geschäftsführender Gesellschafter - Klosterlechfeld)","Lindauer, Stefan Christian Xaver (GRÜNE - Rettungssanitäter - Todtenweis)","Tuncer, Cengiz (DIE LINKE - kaufm. Angestellter - Augsburg)","Jakob, Marina (FREIE WÄHLER - Agraringenieurin - Langweid a.Lech)","Lidl, Thomas (ÖDP - Lehrer - Mering)","Denner, Alexander (dieBasis - selbst. Fachkraft für Arbeitssicherheit - Kissing)","Baydar, Sami (Einzelbewerbung - selbst. Einzelhändler - Augsburg)",null,null,null,null,null,null,null,null
Donau-Ries,12,"Lange, Ulrich (CSU - MdB, Rechtsanwalt - Nördlingen)","Schmid, Christoph Florian (SPD - Erster Bürgermeister - Alerheim)","Schwarz, Edeltraud (AfD - Büroleitung - Scheuring)","Schürdt, Marcus Christoph (FDP - selbst. Logistikberater - Donauwörth)","Norder-Freiherr von Hauch, Stefan (GRÜNE - Rechtsanwalt - Haunsheim)","Seel, Manfred (DIE LINKE - selbst. Kaufmann - Asbach-Bäumenheim)","Reiner, Ulrich Manfred (FREIE WÄHLER - Angestellter Abfallwirtschaft - Bissingen)","Feldmeier, Dieter Stefan (ÖDP - Berufsbetreuer - Forheim)","Burger, Kristin (V-Partei³ - Tierpflegerin - Pöttmes)","Riesner, Dagmar Barbara (dieBasis - Kauffrau Eisenbahn- und Straßenverkehr - Kammeltal)","Zühlke, Erich Roland Dieter (LKR - Dipl.-Finanzwirt (FH) - Harburg (Schwaben))","Gerke, Harald (UNABHÄNGIGE - Gebietsverkaufsleiter - Mönchsdeggingen)",null,null,null,null,null,null
Neu-Ulm,13,"Engelhard, Alexander (CSU - Dipl.-Wirtschaftsingenieur (FH), Biomüller - Weißenhorn)","Brunner, Dr. Karl Heinz (SPD - Mitglied des Deutschen Bundestages - Illertissen)","Mannes, Gerd Michael (AfD - MdL, Dipl.-Ingenieur (univ.) - Leipheim)","Hillmann-Richter, Anke (FDP - Politikwissenschaftlerin - Ulm)","Deligöz, Ekin (GRÜNE - MdB, Dipl.-Verwaltungswissenschaftlerin - Senden)","Merk, Xaver (DIE LINKE - Rentner - Senden)","Mayer, Daniel (FREIE WÄHLER - Teamleiter - Roggenburg)","Dornach, Krimhilde Marianne (ÖDP - Fachlehrerin Musik - Weißenhorn)","Röhm, Bastian Thomas (Tierschutzpartei - Maschinenbautechniker Konstruktion - Ulm)","Meier, Philipp (PIRATEN - Softwareentwickler - Neu-Ulm)","Albrecht, Roman (dieBasis - Student - Kammlach)","Lipp, Florian Martin (Volt - Industriedesigner - Günzburg)","Langhans, Dr. Daniel Johannes Maria (Einzelbewerbung - Kommunikationstrainer - Pfaffenhofen a.d.Roth)",null,null,null,null,null
Oberallgäu,12,"Wittmann, Mechthilde (CSU - Juristin - München)","Holderied, Martin Basil (SPD - Doktorand - Lindenberg i.Allgäu)","Rothfuß, Dr. Rainer (AfD - selbst. Geopolitikanalyst - Lindau (Bodensee))","Thomae, Stephan (FDP - Rechtsanwalt - Sulzberg)","Bandte, Pius (GRÜNE - Zimmermann - Lindau (Bodensee))","Blessing, Engelbert Anton (DIE LINKE - Zimmermann - Blaichach)","Hauser-Felberbaum, Annette Elisabeth (FREIE WÄHLER - Kulturmanagerin - Kempten (Allgäu))","Natterer-Babych, Franz Josef (ÖDP - Oberstudienrat - Kempten (Allgäu))","Schwellinger, Tommy (Die PARTEI - Maschinen- und Anlagenführer - Durach)","Frey, Marcel Norbert (V-Partei³ - Soziologe - Oberstdorf)","Busacker, Dietrich Karl Arnold (dieBasis - Unternehmer - Lindau (Bodensee))","Dorn, Alfred (Einzelbewerbung - Pensionär - Dietmannsried)",null,null,null,null,null,null
Ostallgäu,11,"Stracke, Stephan (CSU - Mitglied des Deutschen Bundestages - Irsee)","Leenders, Regina (SPD - Dipl.-Schauspielerin - Memmingen)","Sedlmeir, Christian Anton (AfD - Maschinenbautechniker - Mindelheim)","Fackler, Kai Fabian (FDP - Student - Memmingen)","Pflügl, Daniel Josef (GRÜNE - Kriminalhauptkommissar - Bad Wörishofen)","Ferschl, Susanne (DIE LINKE - Mitglied des Deutschen Bundestages - Kaufbeuren)","Braunmiller, Mariana (FREIE WÄHLER - Projektmanagerin - Wolfertschwenden)","Abt, Alexander (ÖDP - Polizeibeamter - Memmingen)","Armster, Christian Friederich (Die PARTEI - Gastwirt - Oberhaching)","Hofer, Christiana (V-Partei³ - Reinigungskraft - Oy-Mittelberg)","Mayr, Florian Markus (dieBasis - Inhaber Internetagentur, selbstständig - Füssen)",null,null,null,null,null,null,null
Stuttgart I,17,"Kaufmann, Dr. Stefan (CDU - MdB, Rechtsanwalt - Stuttgart)","Schanbacher, Anna Lucia (SPD - Sozialwissenschaftlerin - Stuttgart)","Özdemir, Cem (GRÜNE - MdB, Dipl.-Sozialpädagoge (FH) - Stuttgart)","Skudelny, Judith Sandra (FDP - MdB, Rechtsanwältin - Leinfelden-Echterdingen)","Spaniel, Dr. Dirk (AfD - Ingenieur - Stuttgart)","Riexinger, Bernd Karl (DIE LINKE - Mitglied des Deutschen Bundestages - Stuttgart)","Krohn, Dr. Marcel (Tierschutzpartei - Theaterregisseur, Geschäftsführer - Stuttgart)","Lehmann, Xenia Mareike (Die PARTEI - Studentin - Stuttgart)","Wirthwein, Klaus (FREIE WÄHLER - Metzgermeister - Achberg)","Jakobeit, Heinz Peter (DiB - Rentner - Stuttgart)","Scheller, Julia Sarah (MLPD - Gesundheits- und Krankenpflegerin - Stuttgart)","Nikola, Miriam Nathalie (dieBasis - Heilpraktikerin - Stuttgart)","Schertlen, Dr. Ralph (BÜRGERBEWEGUNG - Ingenieur - Stuttgart)","Stegemann, Berthold (Die Humanisten - Student - Stuttgart)","Böcklen, Julia Sophie (Volt - Marketingmanagerin - Stuttgart)","Schuller, Marc (BüSo - Masseur - Stuttgart)","Ressdorf, Werner (Einzelbewerbung - Sachbuch-Autor - Villingen-Schwenningen)",null
Stuttgart II,16,"Mörseburg, Maximilian Rick (CDU - Rechtsanwalt - Stuttgart)","Perc, Dejan (SPD - Leiter Digitales Marketing - Stuttgart)","Christmann, Dr. Anna Maria (GRÜNE - MdB, Politikwissenschaftlerin - Stuttgart)","Lutfullin, Dr. Timur (FDP - Staatsanwalt - Stuttgart)","Mayer, Dr. Michael Hans (AfD - Arzt - Stuttgart)","Tiarks, Johanna Maria (DIE LINKE - Lehrerin für Pflegeberufe - Stuttgart)","Gottfried, Matthias (Tierschutzpartei - IT-Systemkaufmann - Stuttgart)","Westenberg, Tim Fabian (Die PARTEI - Maschinenbauingenieur - Stuttgart)","Wendel, Ralf Peter (FREIE WÄHLER - Bautechniker - Stuttgart)","Kraft, Volker Otto (MLPD - Elektriker i. R. - Stuttgart)","Kucher, Thomas (dieBasis - Mechatronikingenieur, Geschäftsführer - Stuttgart)","Greiner, Milton René Karl-Heinz (BÜRGERBEWEGUNG - selbst. Gastronom - Stuttgart)","Ksensow, Konstantin (Die Humanisten - Softwareentwickler - Stuttgart)","König, Jan Peter (Volt - Informatiker - Stuttgart)","Mohs, Christoph Andreas (BüSo - Angestellter - Stuttgart)","Demir, Erkan (Einzelbewerbung - Kfz-Mechaniker - Remseck am Neckar)",null,null
Böblingen,15,"Biadacz, Marc Josef (CDU - Mitglied des Deutschen Bundestages - Böblingen)","Hostert, Jasmina (SPD - Politikwissenschaftlerin (M. A.), Geschäftsführerin - Böblingen)","Bacherle, Tobias Björn (GRÜNE - Student - Sindelfingen)","Toncar, Dr. Florian (FDP - Mitglied des Deutschen Bundestages - Böblingen)","Frohnmaier, Markus-Cornel (AfD - Pressesprecher - Weil der Stadt)","Pitterle, Richard (DIE LINKE - Rechtsanwalt - Sindelfingen)","Manojlović, Tim Kevin (Die PARTEI - Rentner - Herrenberg)","Volz, Dr. Norbert Heinrich (FREIE WÄHLER - Richter am AG - Leinfelden-Echterdingen)","Mondry, Dr. André (ÖDP - Medizinphysik-Experte - Altdorf)","Drehsen, Guido (DiB - Consultant-IT - Herrenberg)","Jäckh-Vermeulen, Johanna Bouwke (MLPD - Rentnerin - Sindelfingen)","Jones, Annabel (dieBasis - Unternehmerin - Leonberg)","Seibel, Birgit (Volt - Angestellte - Holzgerlingen)","Miller, Friedhild Anni (Einzelbewerbung - Familienhelferin - Stuttgart)","Tolzin, Hans Ulrich Peter (Einzelbewerbung - Journalist, Verleger - Herrenberg)",null,null,null
Esslingen,12,"Grübel, Markus (CDU - Mitglied des Deutschen Bundestages - Esslingen am Neckar)","Paraschaki, Argyri (SPD - Geschäftsführerin - Esslingen am Neckar)","Schäfer, Dr. Sebastian (GRÜNE - Ministerialbeamter - Nürtingen)","Langer, Robert (FDP - selbstständig - Ostfildern)","Malewski, Boris (AfD - Elektrotechniker - Lichtenwald)","Beşli, Anil (DIE LINKE - Student - Leinfelden-Echterdingen)","Negt, Daniela (Die PARTEI - Bundesfreiwilligendienst - Lichtenwald)","Fritz, Holger (FREIE WÄHLER - Dipl.-Ing. Elektrotechnik - Oftersheim)","Bauer, Hubert (MLPD - Industriemechaniker - Esslingen am Neckar)","Zweifel, Stefan Andreas (dieBasis - Unternehmer - Notzingen)","Hamberger, Wolfgang (Die Humanisten - Student - Esslingen am Neckar)","Jakobi, Dr. Andreas Rudolf (Volt - Ingenieur - Stuttgart)",null,null,null,null,null,null
Nürtingen,11,"Hennrich, Michael (CDU - Mitglied des Deutschen Bundestages - Kirchheim unter Teck)","Schmid, Dr. Nils Hermann (SPD - Mitglied des Deutschen Bundestages - Reutlingen)","Gastel, Matthias (GRÜNE - Mitglied des Deutschen Bundestages - Filderstadt)","Alt, Renata (FDP - Mitglied des Deutschen Bundestages - Kirchheim unter Teck)","Hanske, Kerstin (AfD - Arztsekretärin - Nürtingen)","Sahin, Hüseyin (DIE LINKE - Arbeitsvermittler - Dettingen unter Teck)","Friesch, Daniel Falk (Die PARTEI - Markt- und Sozialforscher - Bempflingen)","Mangold, Markus Sven (FREIE WÄHLER - Geschäftsstellenleiter - Leinfelden-Echterdingen)","Ott, Sigrid (DiB - Bauzeichnerin - Leinfelden-Echterdingen)","Rupp, Dieter Jakob (MLPD - Ingenieur Landespflege (FH) - Beuren)","Timmermann, Ilona (dieBasis - Lehrerin - Dettingen unter Teck)",null,null,null,null,null,null,null
Göppingen,10,"Färber, Hermann (CDU - MdB, Landwirtschaftsmeister - Böhmenkirch)","Baehrens, Heike Charlotte (SPD - MdB, Diakonin - Stuttgart)","Kruse, Viktoria (GRÜNE - Referentin Politik - Stuttgart)","Olsson, Jan (FDP - Student - Göppingen)","Münz, Volker (AfD - Mitglied des Deutschen Bundestages - Uhingen)","Glathe-Braun, Eva-Maria (DIE LINKE - Kulturmanagerin - Ulm)","Treder, Christian (Die PARTEI - Angestellter - Albershausen)","Cerrotta, Andreas (FREIE WÄHLER - selbst. Physiotherapeut - Eislingen/Fils)","Beck, Christel (MLPD - Rentnerin - Rechberghausen)","Siegmund, Karlheinz (dieBasis - Psychotherapeut - Aalen)",null,null,null,null,null,null,null,null
Waiblingen,12,"Stumpp, Christina Daniela (CDU - Steuerrechtlerin (LL. B.) - Waiblingen)","Abelein, Urs Jakob (SPD - Ingenieur Erneuerbare Energien - Waiblingen)","Kowatsch, Annedore Sophia (GRÜNE - Referentin Politik - Kaisersbach)","Seiter, Prof. Dr. Stephan (FDP - Professor für Volkswirtschaftslehre - Fellbach)","Braun, Jürgen Friedrich (AfD - Jurist, Kommunikationsberater - Kirchberg an der Murr)","Pantisano, Luigi (DIE LINKE - wiss. Mitarbeiter, Stadtplaner - Stuttgart)","Häfner, Friedrich (Die PARTEI - techn. Oberlehrer - Schorndorf)","Hepp, Volker Walfried (FREIE WÄHLER - Dipl.-Physiker - Erlenbach b.Marktheidenfeld)","Dorra, Kai Steffen (DiB - Marketingspezialist - Welzheim)","Böttcher, Dieter (MLPD - Rentner - Waiblingen)","Aldinger, Brigitte (dieBasis - Dipl.-Finanzwirtin (FH) - Schorndorf)","Schorn, Anna Marie (Volt - Studentin - Stuttgart)",null,null,null,null,null,null
Ludwigsburg,13,"Bilger, Steffen Rudi (CDU - MdB, parl. Staatssekretär - Ludwigsburg)","Karaahmetoǧlu, Macit (SPD - Rechtsanwalt - Gerlingen)","Detzer, Dr. Sandra (GRÜNE - Landesparteivorsitzende - Heidelberg)","Martin, Oliver Wolfgang Hermann (FDP - Maschinenbauingenieur - Ludwigsburg)","Hess, Martin Alexander (AfD - Mitglied des Deutschen Bundestages - Bietigheim-Bissingen)","Frisch, Andreas (DIE LINKE - Fachinformatiker - Ludwigsburg)","Annunziata, Emanuele Ferdinando Michael (Die PARTEI - Student - Gerlingen)","Pfaff, Martin (FREIE WÄHLER - kaufm. Leiter - Mühlacker)","Dornhausen, Michael Peter (ÖDP - Ingenieur - Markgröningen)","Johne, Johannes Stephan Michael (dieBasis - Dipl.-Ing. Kfz-Technik, Geschäftsführer - Bietigheim-Bissingen)","Hollnagel, Dr. Jördis (Volt - Personalreferentin - Leonberg)","Gibanica, David Joaquim Rastko (Einzelbewerbung - Student - Ludwigsburg)","Novotny, Jakob (Einzelbewerbung - Student - Ludwigsburg)",null,null,null,null,null
Neckar-Zaber,12,"Gramling, Fabian Benedikt Meinrad (CDU - Bankkaufmann (M. A.) - Bietigheim-Bissingen)","Utz, Thomas (SPD - Betriebswirt - Murr)","Schweizer, Lars Maximilian (GRÜNE - wiss. Mitarbeiter - Tübingen)","Distl, Marcel Rudolf (FDP - Politologe - Freiberg am Neckar)","Jongen, Dr. Marc Stephan (AfD - Mitglied des Deutschen Bundestages - Karlsruhe)","Weber, Emma (DIE LINKE - Studentin - Nordheim)","Wezel, Alexander (Die PARTEI - Fachinformatiker Anwendungsentwicklung - Heilbronn)","Rittaler, Dr. Jan Benedykt (FREIE WÄHLER - Dipl.-Ökonom - Neckarwestheim)","Bogisch, Gerd Ulrich (ÖDP - Dipl.-Ing. Vermessungswesen (FH) - Marbach am Neckar)","Schaible, Wolfgang Herbert (DiB - techn. Lehrer - Bietigheim-Bissingen)","Kerzel, Sven (dieBasis - Vertriebsmitarbeiter - Ilsfeld)","Hartmann, Werner (Einzelbewerbung - Dipl.-Designer - Cleebronn)",null,null,null,null,null,null
Heilbronn,11,"Throm, Alexander Richard (CDU - MdB, Rechtsanwalt - Heilbronn)","Juratovic, Josip (SPD - MdB, Kfz-Mechaniker - Gundelsheim)","Steidel, Isabell Charlotte (GRÜNE - Studentin - Heilbronn)","Link, Michael Georg (FDP - MdB, Staatsminister a. D. - Heilbronn)","Gminder, Franziska Ella Marianne (AfD - Dipl.-Kauffrau - Heilbronn)","Wanner, Konrad (DIE LINKE - Maschinenbautechniker i. R. - Heilbronn)","Götz, Milena (Die PARTEI - Notfallsanitäterauszubildende - Heilbronn)","Basler, Uwe (FREIE WÄHLER - Notfallsanitäter - Bad Rappenau)","Rügner, Peter (MLPD - Krankenpfleger - Heilbronn)","Piper, Dirk Helge (dieBasis - Tischler - Heilbronn)","Schneider, Markus (Die Humanisten - Elektrotechniker - Gemmingen)",null,null,null,null,null,null,null
Schwäbisch Hall – Hohenlohe,11,"Freiherr von Stetten, Christian Alexander (CDU - MdB, selbst. Kaufmann - Künzelsau)","Leiser, Kevin (SPD - Lehrer - Blaufelden)","Ebner, Harald (GRÜNE - MdB, Dipl.-Agraringenieur - Kirchberg an der Jagst)","Abel, Valentin Christian (FDP - Vertriebsanalyst - Schöntal)","Moll, Jens (AfD - kaufm. Leiter - Öhringen)","Schiele, Cedric Nils (DIE LINKE - Student - Schwäbisch Hall)","Wetzel, Knud Erich (Die PARTEI - selbstständig - Blaufelden)","Braun, Jürgen Karlheinz (FREIE WÄHLER - Betriebswirt - Pfedelbach)","Zahn, Friedrich (ÖDP - Lehrer i. R. - Gaildorf)","Maier, Karl Wilhelm (MLPD - Lehrer i. R. - Schwäbisch Hall)","Rohrbach, Marcus Helmut (dieBasis - Physiotherapeut - Crailsheim)",null,null,null,null,null,null,null
