id,party,party_name,party_id,position,eu_salience,eu_dissent,eu_blur,lrecon,lrecon_blur,lrecon_dissent,lrecon_salience,galtan,galtan_blur,galtan_dissent,galtan_salience,lrgen,immigrate_policy,immigra_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,redistribution,redist_salience,environment,enviro_salience,spendvtax,deregulation,econ_interven,civlib_laworder,sociallifestyle,religious_principles,ethnic_minorities,nationalism,urban_rural,protectionism,regions,russian_interference,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,eu_cohesion,eu_foreign,eu_intmark,eu_budgets,eu_asylum,party_a_econ,party_b_econ,party_c_econ,gender,dob,lrecon_self,galtan_self,cname,eu_position_sd,lrecon_sd,galtan_sd,eu_econ_require,eu_political_require,eu_googov_require
9,4,DK ,2311,7,10,0,,5,,,9,3,,0,7,3,,0,,,,,4,7,,4,5,3,1,5,1,0,,3,,4,,1,0,2,0,10,10,,,,,2,4,8,6,2,1971,6,1,,,,,,,
9,5,LMP,2309,5,5,,,4,,,8,5,,7,5,3,,2,,,,,5,3,0,10,,2,1,5,4,2,,6,,6,,9,0,1,5,10,4,,,,,2,4,8,6,2,1971,6,1,,,,,,,
9,6,MM,2314,7,9,,,9,,,10,2,,,10,8,,0,,,0,,8,3,,6,,5,9,2,0,0,,3,,1,,,0,,2,10,,,,,,2,4,8,6,2,1971,6,1,,,,,,,
9,7,E14,2310,7,10,0,,7,,,,1,,0,10,5,,,,,0,,,3,3,4,,,5,2,0,0,,1,,1,,,0,,0,10,10,,,,,2,4,8,6,2,1971,6,1,,,,,,,
10,1,Fidesz-KDNP,2302,2,7,1,,4,,0,6,9,,2,9,7,10,10,0,10,10,0,4,8,8,3,6,1,1,8,8,10,6,10,7,8,8,6,10,8,9,3,10,7,2,6,1,1,3,9,6,2,1981,3,7,,,,,,,
10,2,JOBBIK,2308,3,4,6,,2,,7,7,8,,7,7,6,8,7,5,9,8,6,2,7,6,4,3,3,3,9,7,7,5,10,6,7,8,7,7,7,7,6,7,6,,5,2,2,3,9,6,2,1981,3,7,,,,,,,
10,3,MSZP,2301,6,6,3,,6,,6,7,4,,5,4,4,5,6,6,3,6,4,3,,3,6,4,5,4,6,2,2,4,4,3,5,2,4,4,6,3,5,3,6,6,7,5,3,3,9,6,2,1981,3,7,,,,,,,
10,4,DK ,2311,7,10,0,,8,,0,8,0,,1,9,4,0,9,0,1,9,0,7,3,3,5,8,8,8,3,0,0,3,0,0,1,5,1,2,4,2,7,10,5,6,7,6,6,3,9,6,2,1981,3,7,,,,,,,
10,5,LMP,2309,6,8,7,,3,,8,8,4,,6,6,3,7,7,7,6,5,7,2,8,7,10,5,3,3,5,5,2,4,6,6,7,3,0,4,7,6,9,1,7,3,5,3,3,3,9,6,2,1981,3,7,,,,,,,
10,6,MM,2314,7,9,4,,7,,5,8,2,,6,7,3,3,6,6,2,7,5,6,4,3,8,2,7,,3,1,1,2,2,0,2,,0,2,3,4,10,2,5,5,7,6,6,3,9,6,2,1981,3,7,,,,,,,
10,7,E14,2310,7,,,,,,,,1,,,8,2,2,6,,1,,,,,,,,,,,,,,2,1,1,,,,,,,,,,7,,,3,9,6,2,1981,3,7,,,,,,,
11,1,Fidesz-KDNP,2302,3,7,,3,6,10,,3,8,2,,10,10,10,10,1,,0,,8,5,9,4,8,,,9,9,,5,10,8,6,9,0,8,,6,0,10,7,1,3,1,1,3,7,4,2,1962,6,2,,,,,,,
11,2,JOBBIK,2308,5,5,,7,5,8,,4,6,4,,7,6,10,5,5,,0,,4,6,6,4,5,5,6,6,5,5,5,8,6,7,5,7,0,,7,10,7,7,4,4,5,3,3,7,4,2,1962,6,2,,,,,,,
11,3,MSZP,2301,6,5,,7,4,7,,5,4,6,,6,4,6,0,6,,0,,3,7,6,3,3,5,6,4,3,2,5,5,3,5,4,6,0,,7,10,7,7,5,5,5,5,3,7,4,2,1962,6,2,,,,,,,
11,4,DK ,2311,7,8,,2,8,4,,3,2,2,,8,4,4,5,4,,0,,4,3,6,4,4,7,7,2,2,1,5,1,3,2,4,7,0,,6,10,9,7,7,7,6,6,3,7,4,2,1962,6,2,,,,,,,
11,5,LMP,2309,5,5,,9,4,4,,4,2,4,,7,4,6,0,7,,0,,3,6,3,9,3,4,4,2,2,2,5,6,6,7,3,6,0,,7,6,2,7,5,4,4,5,3,7,4,2,1962,6,2,,,,,,,
11,6,MM,2314,6,8,,3,8,6,,3,3,3,,8,5,4,4,,,1,,5,6,5,6,4,7,7,2,2,2,5,5,3,2,4,9,0,,6,10,6,7,7,7,5,6,3,7,4,2,1962,6,2,,,,,,,
11,7,E14,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,3,7,4,2,1962,6,2,,,,,,,
12,1,Fidesz-KDNP,2302,3,10,0,,1,4,,10,8,,2,10,8,10,10,0,10,10,0,1,9,8,2,8,1,1,8,7,7,6,8,8,4,9,1,10,10,9,2,10,7,1,7,1,1,3,9,6,1,1966,6,3,,,,,,,
12,2,JOBBIK,2308,3,9,3,,2,4,,4,7,,1,9,8,10,7,2,9,8,2,2,8,6,4,5,3,3,7,6,6,7,8,8,7,5,1,8,8,6,10,6,4,3,6,3,1,3,9,6,1,1966,6,3,,,,,,,
12,3,MSZP,2301,6,9,2,,2,2,,5,3,,7,5,3,6,2,6,4,7,8,2,8,5,6,2,5,3,3,2,0,3,4,5,4,3,4,6,5,3,4,6,,6,6,6,6,3,9,6,1,1966,6,3,,,,,,,
12,4,DK ,2311,7,10,0,,3,2,,5,2,,1,2,3,3,2,1,3,5,2,3,6,5,6,3,5,6,,1,0,3,2,3,2,2,4,2,5,1,4,8,4,6,7,7,7,3,9,6,1,1966,6,3,,,,,,,
12,5,LMP,2309,5,9,2,,3,4,,5,3,,5,4,4,6,2,5,4,7,5,2,7,5,9,2,5,3,3,1,2,1,4,5,7,3,9,6,7,3,10,3,4,6,6,6,3,3,9,6,1,1966,6,3,,,,,,,
12,6,MM,2314,7,10,0,,4,2,,6,2,,1,2,4,3,2,5,1,5,2,6,6,4,7,3,8,7,1,0,2,1,1,2,2,2,9,2,5,1,10,3,4,,7,7,7,3,9,6,1,1966,6,3,,,,,,,
12,7,E14,2310,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,1,2,2,,9,2,5,1,10,3,4,,7,7,7,3,9,6,1,1966,6,3,,,,,,,
13,1,Fidesz-KDNP,2302,6,7,,7,1,,,8,10,,,9,8,10,10,,10,10,,,,,,,0,0,10,10,10,10,10,10,10,10,5,10,10,10,0,10,7,1,2,1,1,3,9,7,3,,8,7,,,,,,,
13,2,JOBBIK,2308,,5,,5,1,,,4,10,,,9,7,9,10,,10,10,,,,,,,1,0,10,10,10,10,10,10,9,6,7,5,7,10,6,10,,1,2,1,1,3,9,7,3,,8,7,,,,,,,
13,3,MSZP,2301,7,10,,0,7,,,7,0,,,8,5,2,4,,4,7,,,,,,,5,5,5,3,2,2,2,4,3,3,8,2,4,6,10,7,4,4,6,4,5,3,9,7,3,,8,7,,,,,,,
13,4,DK ,2311,7,10,,0,6,,,,0,,,8,3,1,4,,3,5,,,,,,,5,5,3,1,2,2,2,4,3,4,5,2,4,6,10,5,4,4,6,4,5,3,9,7,3,,8,7,,,,,,,
13,5,LMP,2309,7,10,,0,5,,,,0,,,8,3,1,,,3,5,,,,,,,5,6,3,1,2,2,2,4,2,4,5,2,3,5,10,4,4,4,6,5,5,3,9,7,3,,8,7,,,,,,,
13,6,MM,2314,7,10,,0,5,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,7,3,,8,7,,,,,,,
13,7,E14,2310,7,10,,0,5,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,7,3,,8,7,,,,,,,
14,1,Fidesz-KDNP,2302,6,7,0,,6,,0,10,8,1,,9,9,10,10,0,10,10,0,6,6,3,4,5,5,1,10,10,10,10,10,10,8,10,0,10,0,7,0,10,7,2,6,2,1,2,9,4,1,1953,1,1,,,,,,,
14,2,JOBBIK,2308,3,5,6,,7,,7,3,10,1,,10,10,10,10,0,10,10,2,2,7,,0,2,,4,10,10,6,10,10,10,10,10,0,10,,3,6,9,7,1,3,1,1,2,9,4,1,1953,1,1,,,,,,,
14,3,MSZP,2301,7,9,1,,3,,4,6,4,3,,3,3,4,2,5,4,4,5,1,8,,3,2,2,3,5,3,1,3,3,4,5,9,5,0,5,4,6,10,7,4,6,3,5,2,9,4,1,1953,1,1,,,,,,,
14,4,DK ,2311,7,10,0,,3,,2,9,1,1,,7,2,2,6,4,2,3,4,1,7,2,6,1,3,6,2,0,2,0,0,0,4,0,10,0,9,4,10,8,7,6,7,5,6,2,9,4,1,1953,1,1,,,,,,,
14,5,LMP,2309,5,5,7,,5,,7,5,6,7,,4,6,6,3,7,5,2,6,5,4,2,7,4,,,3,2,,2,2,3,5,3,9,4,6,3,6,8,7,4,4,4,3,2,9,4,1,1953,1,1,,,,,,,
14,6,MM,2314,7,10,0,,2,,0,9,1,1,,8,2,1,7,2,2,6,2,1,7,1,9,0,2,2,0,0,2,0,0,0,3,0,10,0,9,7,10,6,7,6,7,6,7,2,9,4,1,1953,1,1,,,,,,,
14,7,E14,2310,7,10,0,,4,,0,10,1,1,,8,2,1,7,2,2,6,2,1,5,4,5,4,4,6,1,0,1,0,0,0,3,0,10,0,9,7,10,9,7,6,7,7,7,2,9,4,1,1953,1,1,,,,,,,
15,1,Fidesz-KDNP,2302,5,8,0,,5,8,,7,10,,0,10,10,10,10,0,10,10,0,5,7,7,2,7,7,3,10,10,6,,10,5,8,7,0,3,10,10,0,10,6,5,6,5,1,3,9,6,1,1980,8,1,,,,,,,
15,2,JOBBIK,2308,5,6,,,2,3,,7,8,,,9,8,9,7,,10,10,,2,7,3,6,1,3,2,7,8,7,,10,7,7,3,,0,7,7,10,,6,5,5,5,4,3,9,6,1,1980,8,1,,,,,,,
15,3,MSZP,2301,7,7,,,2,3,,8,1,,,8,3,6,7,,,0,,2,8,2,6,1,3,2,2,2,1,,5,,,,,0,2,2,10,,6,7,6,6,3,3,9,6,1,1980,8,1,,,,,,,
15,4,DK ,2311,7,8,0,,2,3,,8,1,,0,9,3,4,7,0,,0,0,2,7,2,6,1,3,2,2,3,1,,4,,,,,0,3,2,10,10,6,7,7,6,6,3,9,6,1,1980,8,1,,,,,,,
15,5,LMP,2309,7,7,,,2,3,,8,0,,,10,2,6,7,,,0,,2,7,0,10,1,2,2,2,1,2,,5,2,,,,0,2,1,10,,6,6,5,5,3,3,9,6,1,1980,8,1,,,,,,,
15,6,MM,2314,7,8,,,4,3,,6,1,,,9,4,3,7,,,0,,3,8,1,9,1,4,4,2,1,1,,4,4,4,2,,0,1,1,10,,6,7,7,6,7,3,9,6,1,1980,8,1,,,,,,,
15,7,E14,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,6,1,1980,8,1,,,,,,,
1,1,SDPS,2410,6,2,2,,3,,2,8,3,,1,,2,4,2,1,3,0,0,2,8,6,0,4,6,2,7,3,1,1,0,0,,1,10,3,3,6,1,9,6,4,5,4,5,1,10,6,2,1983,7,3,,,,,,,
1,2,KPV LV,2415,5,2,4,,6,,,2,5,,,,6,5,2,,,,,4,6,,0,8,8,4,,4,1,3,4,4,,,8,,10,10,7,10,5,,5,,,1,10,6,2,1983,7,3,,,,,,,
1,3,JKP,2416,6,2,0,,7,,1,6,6,,2,,8,7,4,2,8,0,0,5,2,,0,8,6,8,8,5,0,7,5,2,4,4,4,6,9,7,10,8,6,5,6,5,5,1,10,6,2,1983,7,3,,,,,,,
1,4,AP!,2417,5,2,,,,,,8,1,,3,,7,2,3,,,,,6,2,7,0,6,6,7,3,0,0,5,3,4,4,7,7,4,7,4,6,9,7,5,6,5,6,1,10,6,2,1983,7,3,,,,,,,
1,5,NA,2406,4,5,6,,7,,7,6,10,,3,,10,10,8,2,10,7,1,6,5,4,1,6,4,8,9,10,6,10,10,8,3,6,10,10,8,1,2,6,7,4,6,7,1,1,10,6,2,1983,7,3,,,,,,,
1,6,ZZS,2405,3,3,6,,3,,2,7,7,,7,,4,5,5,5,6,2,5,0,8,5,2,3,7,3,6,6,2,4,7,10,8,2,8,6,3,5,1,10,7,3,5,3,3,1,10,6,2,1983,7,3,,,,,,,
1,7,V,2412,7,6,2,,9,,1,9,6,,8,,8,1,7,3,9,5,6,8,7,7,0,9,7,10,2,5,1,5,7,4,1,5,9,6,1,2,4,4,7,7,7,6,6,1,10,6,2,1983,7,3,,,,,,,
1,8,LRA,2414,,1,,,6,,,5,5,,,,6,3,,,,,,6,8,,,5,,7,3,5,1,6,5,,,4,,,,,,,5,5,,4,,1,10,6,2,1983,7,3,,,,,,,
1,9,LKS,2402,,,1,,,,,0,3,,,,0,,,,,,,4,,,,,,,5,1,5,0,1,,,5,10,,,8,,,,2,,,,1,10,6,2,1983,7,3,,,,,,,
2,1,SDPS,2410,7,9,2,,3,3,,10,6,3,,3,4,4,5,3,4,4,2,4,8,5,4,,5,5,4,4,5,1,3,3,5,2,2,0,3,8,8,7,6,6,7,6,4,2,9,6,1,1943,4,8,,,,,,,
2,2,KPV LV,2415,6,7,3,,6,4,,10,7,3,,4,6,5,6,,6,,3,6,5,5,4,,4,6,4,4,5,7,6,5,6,3,1,0,3,7,8,4,6,6,7,6,4,2,9,6,1,1943,4,8,,,,,,,
2,3,JKP,2416,7,7,3,,7,5,,7,8,3,,5,7,8,7,2,7,9,1,8,2,5,4,,2,6,7,5,6,8,8,6,7,4,1,0,1,7,7,8,6,6,7,6,4,2,9,6,1,1943,4,8,,,,,,,
2,4,AP!,2417,7,9,2,,7,3,,8,3,0,,7,6,4,4,3,5,5,3,8,2,5,4,,2,7,7,1,3,6,4,3,4,3,1,0,1,2,7,6,6,6,7,6,4,2,9,6,1,1943,4,8,,,,,,,
2,5,NA,2406,6,7,4,,7,4,,6,10,0,,7,9,10,10,0,10,10,1,8,3,5,4,,2,7,7,9,6,10,10,8,8,,1,0,1,2,6,8,6,6,7,6,3,2,9,6,1,1943,4,8,,,,,,,
2,6,ZZS,2405,6,8,3,,7,3,,8,10,0,,7,9,8,8,2,8,7,2,7,2,5,4,,2,6,6,9,6,9,9,9,8,1,1,0,1,3,5,7,6,6,7,6,3,2,9,6,1,1943,4,8,,,,,,,
2,7,V,2412,7,9,2,,8,3,,8,5,3,,6,7,7,7,3,8,7,2,9,1,5,4,,2,9,8,1,4,9,8,5,6,6,1,0,1,2,5,6,6,6,7,6,5,2,9,6,1,1943,4,8,,,,,,,
2,8,LRA,2414,6,7,3,,8,3,,7,7,3,,,,7,8,3,8,7,2,8,3,5,4,,3,7,6,6,,8,8,8,7,1,1,0,3,4,4,5,6,6,7,6,3,2,9,6,1,1943,4,8,,,,,,,
2,9,LKS,2402,5,7,4,,4,4,,5,8,1,,7,3,5,,,4,4,3,4,7,5,4,,6,5,6,5,,0,2,1,4,,3,0,3,8,3,8,6,4,7,6,4,2,9,6,1,1943,4,8,,,,,,,
3,1,SDPS,2410,6,5,2,,5,,4,3,6,5,,2,5,5,3,3,5,3,1,4,3,6,2,5,4,4,5,4,4,0,3,4,4,4,7,0,5,5,5,6,4,4,5,4,3,2,9,5,2,1960,8,7,,,,,,,
3,2,KPV LV,2415,5,4,2,,3,,5,2,5,7,,1,4,5,2,3,6,2,3,5,2,6,2,5,5,3,6,5,4,5,5,4,5,5,4,0,8,10,7,3,4,4,4,4,,2,9,5,2,1960,8,7,,,,,,,
3,3,JKP,2416,5,4,1,,6,,5,2,7,6,,2,6,6,4,2,6,3,1,3,3,7,1,4,4,3,8,6,6,6,7,5,6,7,4,0,8,8,7,9,5,5,6,3,2,2,9,5,2,1960,8,7,,,,,,,
3,4,AP!,2417,7,7,1,,7,,4,3,2,4,,7,7,3,3,3,3,5,2,6,,5,3,6,6,5,6,2,3,3,3,3,3,7,3,0,4,4,4,7,6,7,7,7,5,2,9,5,2,1960,8,7,,,,,,,
3,5,NA,2406,5,4,2,,4,,3,1,7,7,,2,5,8,7,4,9,7,0,4,2,4,5,5,4,4,8,6,5,9,9,5,7,6,7,5,4,1,4,5,5,4,4,3,1,2,9,5,2,1960,8,7,,,,,,,
3,6,ZZS,2405,5,4,1,,4,,4,5,8,3,,3,4,8,5,3,8,6,0,7,2,6,4,6,4,3,7,7,5,8,9,10,8,1,6,5,3,1,4,4,6,3,3,3,1,2,9,5,2,1960,8,7,,,,,,,
3,7,V,2412,7,6,1,,6,,4,6,4,4,,6,7,4,5,2,6,3,1,7,1,5,5,4,5,3,6,4,4,5,4,5,5,5,5,1,2,1,3,6,6,7,6,7,4,2,9,5,2,1960,8,7,,,,,,,
3,8,LRA,2414,5,5,1,,4,,2,3,6,6,,3,5,8,3,3,7,1,1,5,1,4,6,3,5,3,5,5,5,6,7,8,7,1,5,1,8,8,6,5,4,4,4,3,2,2,9,5,2,1960,8,7,,,,,,,
3,9,LKS,2402,6,4,2,,2,,1,2,9,,,2,1,5,2,1,1,1,0,1,6,2,6,1,5,3,2,3,6,0,1,5,5,2,9,0,5,5,7,3,4,5,4,4,4,2,9,5,2,1960,8,7,,,,,,,
4,1,SDPS,2410,7,8,,2,3,,,5,7,,2,4,4,6,5,,,0,,4,5,,3,4,,4,6,9,5,0,3,1,,3,1,0,,7,0,,,,6,,,3,10,6,1,1985,4,2,,,,,,,
4,2,KPV LV,2415,6,4,,5,4,,,8,6,,7,4,5,9,5,,,0,,4,5,,3,,,,,6,5,4,6,,,7,3,0,8,10,9,,,,,,2,3,10,6,1,1985,4,2,,,,,,,
4,3,JKP,2416,7,7,,2,7,,,6,8,,2,6,7,9,5,,,0,,6,5,4,5,6,,6,7,7,5,10,10,,,8,6,0,,2,10,,7,2,6,,2,3,10,6,1,1985,4,2,,,,,,,
4,4,AP!,2417,7,9,,1,4,,,6,1,,1,10,4,6,5,,,0,,3,4,3,7,4,,4,4,0,1,3,4,4,,8,6,0,,2,9,,,,6,,,3,10,6,1,1985,4,2,,,,,,,
4,5,NA,2406,6,7,,5,6,,,6,9,,2,10,8,10,10,0,,0,,6,5,5,4,6,,6,8,10,7,10,10,,,8,6,6,,6,9,,7,1,5,,2,3,10,6,1,1985,4,2,,,,,,,
4,6,ZZS,2405,6,6,,3,7,,,6,8,,2,4,5,9,5,,,0,,7,5,7,,8,,7,6,7,5,4,7,10,,1,4,0,,3,0,,7,,6,,2,3,10,6,1,1985,4,2,,,,,,,
4,7,V,2412,7,9,,1,8,,,8,3,,6,5,6,6,5,,,0,,7,5,4,7,6,,7,5,1,3,4,7,4,,8,6,0,,1,9,,7,2,6,,2,3,10,6,1,1985,4,2,,,,,,,
4,8,LRA,2414,6,6,,5,,,,,8,,,6,5,9,5,,,0,,,,,0,,,,6,9,7,,7,10,,1,1,0,8,7,7,,7,,,,,3,10,6,1,1985,4,2,,,,,,,
4,9,LKS,2402,7,9,,1,3,,,5,,,,4,4,,,,,0,,3,5,,,4,,4,,,,0,3,1,,,1,0,,7,,,,,6,,,3,10,6,1,1985,4,2,,,,,,,
5,1,SDPS,2410,7,9,,,3,,,9,3,,,5,4,4,5,,3,5,,2,9,4,5,3,2,2,3,4,,0,1,4,4,1,10,0,4,0,2,10,7,6,7,3,5,3,9,5,1,1985,3,1,,,,,,,
5,2,KPV LV,2415,6,8,,,7,,,7,,,,1,6,10,7,,7,3,,8,4,,1,7,9,8,9,,,8,9,5,,7,10,0,9,10,10,10,7,7,7,6,3,3,9,5,1,1985,3,1,,,,,,,
5,3,JKP,2416,7,7,,,6,,,6,10,,,10,9,10,8,,10,8,,4,6,,1,5,4,3,9,10,,10,10,7,10,5,10,7,4,2,7,10,7,7,7,5,1,3,9,5,1,1985,3,1,,,,,,,
5,4,AP!,2417,7,8,,,4,,,10,0,,,5,4,6,5,,4,5,,2,9,3,6,3,2,2,2,0,,1,0,3,3,6,10,0,6,3,9,10,7,7,7,3,6,3,9,5,1,1985,3,1,,,,,,,
5,5,NA,2406,3,7,,,8,,,5,10,,,10,9,10,8,,10,8,,8,2,5,2,8,8,7,9,10,,10,10,,10,3,10,7,5,1,2,10,7,7,7,5,1,3,9,5,1,1985,3,1,,,,,,,
5,6,ZZS,2405,5,5,,,7,,,4,10,,,8,6,8,6,,9,4,,7,3,4,,8,8,7,8,9,,,7,9,10,5,10,,5,0,0,10,7,,,,,3,9,5,1,1985,3,1,,,,,,,
5,7,V,2412,7,9,,,8,,,10,6,,,3,7,6,5,,6,5,,7,5,6,5,8,9,8,7,3,,5,6,5,2,6,10,0,3,0,5,10,7,7,7,7,5,3,9,5,1,1985,3,1,,,,,,,
5,8,LRA,2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,5,1,1985,3,1,,,,,,,
5,9,LKS,2402,4,5,,,2,,,3,7,,,1,3,,,,4,4,,2,3,,1,3,1,1,,,,0,0,,,,10,0,7,7,1,10,7,2,6,,,3,9,5,1,1985,3,1,,,,,,,
6,1,SDPS,2410,3,4,,8,4,,2,7,9,,3,4,2,8,5,4,9,8,3,2,7,8,3,8,2,1,7,9,5,1,1,5,1,3,9,7,1,3,8,9,6,1,2,2,2,3,9,7,1,1977,8,4,,,,,,,
6,2,KPV LV,2415,6,8,,7,7,,5,8,4,,5,6,6,8,5,4,2,8,4,7,4,7,3,8,8,7,3,6,5,7,7,5,7,8,8,7,3,10,8,9,6,6,6,6,6,3,9,7,1,1977,8,4,,,,,,,
6,3,JKP,2416,6,8,,3,7,,5,7,6,,5,7,7,8,5,4,2,8,3,7,4,7,3,8,8,7,3,6,5,7,7,5,7,8,8,7,3,8,8,8,6,6,6,6,6,3,9,7,1,1977,8,4,,,,,,,
6,4,AP!,2417,6,8,,4,8,,6,8,3,,5,6,8,8,5,4,2,8,3,7,4,7,3,8,8,7,3,2,5,7,7,5,7,8,8,7,3,8,8,7,6,6,6,6,6,3,9,7,1,1977,8,4,,,,,,,
6,5,NA,2406,6,8,,3,8,,5,8,8,,5,7,8,8,5,4,2,8,3,7,4,7,3,8,8,7,3,7,5,7,10,5,7,8,8,7,3,6,8,8,6,6,6,6,3,3,9,7,1,1977,8,4,,,,,,,
6,6,ZZS,2405,6,8,,3,8,,5,8,7,,5,6,7,8,5,4,2,8,3,7,4,5,3,9,8,7,3,7,5,7,8,5,7,8,8,7,3,6,8,9,6,6,6,6,6,3,9,7,1,1977,8,4,,,,,,,
6,7,V,2412,6,8,,3,8,,5,8,6,,5,6,7,8,5,4,2,8,3,7,4,7,3,8,8,7,3,7,5,7,8,5,7,8,8,7,3,6,8,9,6,7,6,6,6,3,9,7,1,1977,8,4,,,,,,,
6,8,LRA,2414,6,8,,3,8,,7,7,6,,6,6,7,8,5,4,2,8,3,6,4,7,3,8,8,7,3,7,5,7,8,5,7,8,8,7,3,6,8,7,6,6,6,6,6,3,9,7,1,1977,8,4,,,,,,,
6,9,LKS,2402,1,1,,9,2,,2,7,9,,6,8,1,3,6,4,9,8,2,2,8,9,3,8,1,1,8,9,5,1,0,5,1,1,10,7,0,3,8,10,6,1,2,2,2,3,9,7,1,1977,8,4,,,,,,,
7,1,SDPS,2410,,,,,,,,,,,,,,6,4,5,6,8,6,4,7,5,5,5,3,3,5,6,5,1,4,5,6,4,3,5,5,5,4,5,6,4,5,3,3,4,8,5,2,1976,5,4,,,,,,,
7,2,KPV LV,2415,,,,,,,,,,,,,,7,6,3,8,8,4,4,7,5,5,7,6,6,5,6,5,5,6,5,6,4,6,5,7,8,8,3,4,2,5,2,3,4,8,5,2,1976,5,4,,,,,,,
7,3,JKP,2416,,,,,,,,,,,,,,6,5,3,7,8,5,6,5,5,5,6,6,6,5,7,5,7,6,5,6,5,7,6,4,5,6,7,6,3,5,3,3,4,8,5,2,1976,5,4,,,,,,,
7,4,AP!,2417,,,,,,,,,,,,,,6,5,3,,8,5,6,5,5,5,6,6,6,5,,5,,4,4,6,5,,,5,,,5,6,,,,,4,8,5,2,1976,5,4,,,,,,,
7,5,NA,2406,,,,,,,,,,,,,,10,10,0,10,10,0,5,6,5,6,4,4,5,10,10,7,10,10,10,10,8,10,10,8,8,8,3,3,1,5,1,1,4,8,5,2,1976,5,4,,,,,,,
7,6,ZZS,2405,,,,,,,,,,,,,,6,5,1,7,9,4,5,7,2,9,3,4,5,7,7,6,7,6,10,10,3,7,6,6,5,6,4,4,3,4,3,3,4,8,5,2,1976,5,4,,,,,,,
7,7,V,2412,,,,,,,,,,,,,,5,5,6,6,9,6,8,4,5,6,7,6,8,5,4,5,5,3,2,4,5,8,4,2,2,8,8,6,6,7,6,5,4,8,5,2,1976,5,4,,,,,,,
7,8,LRA,2414,,,,,,,,,,,,,,,2,,,9,,,,,,,,,5,,5,,,5,,3,,,,,,,,,,,,4,8,5,2,1976,5,4,,,,,,,
7,9,LKS,2402,,,,,,,,,,,,,,,2,,3,9,,,,,,,,,5,,5,1,6,5,,3,3,,,8,,3,2,2,,2,,4,8,5,2,1976,5,4,,,,,,,
8,1,SDPS,2410,5,7,,8,7,5,,9,8,,6,5,5,5,6,5,,,,,,,,8,8,6,6,5,4,2,3,,,6,3,,,8,7,5,5,6,7,,3,1,9,6,2,1942,10,9,,,,,,,
8,2,KPV LV,2415,5,7,,9,7,7,,7,7,,3,6,6,5,6,9,,,,,,,,7,6,6,8,8,4,5,5,,,7,4,,,9,8,6,5,7,6,,3,1,9,6,2,1942,10,9,,,,,,,
8,3,JKP,2416,5,7,,8,6,6,,6,2,,5,3,6,6,8,4,,,,,,,,6,6,8,7,10,4,10,9,,,10,9,,,8,10,9,3,7,6,,1,1,9,6,2,1942,10,9,,,,,,,
8,4,AP!,2417,7,10,,5,9,5,,8,4,,6,7,7,6,7,4,,,,,,,,7,7,5,9,5,4,5,5,,,6,5,,,6,6,6,2,7,7,,3,1,9,6,2,1942,10,9,,,,,,,
8,5,NA,2406,6,9,,5,7,6,,4,3,,8,7,10,10,10,9,,,,,,,,7,6,7,9,8,4,10,10,,,9,10,,,7,7,7,5,7,6,,1,1,9,6,2,1942,10,9,,,,,,,
8,6,ZZS,2405,5,8,,6,7,7,,6,6,,5,7,6,9,8,6,,,,,,8,9,5,4,7,6,8,4,5,6,,,4,7,,,8,8,9,7,7,5,,1,1,9,6,2,1942,10,9,,,,,,,
8,7,V,2412,,10,,5,9,5,,8,8,,5,8,8,5,6,4,,,,,,,,7,7,5,,,4,3,4,,,5,6,,,6,8,6,1,7,7,,3,1,9,6,2,1942,10,9,,,,,,,
8,8,LRA,2414,6,8,,5,8,5,,8,7,,6,7,7,6,6,5,,,,,,,,6,6,5,,5,4,5,5,,,2,6,,,6,7,7,7,7,6,,3,1,9,6,2,1942,10,9,,,,,,,
8,9,LKS,2402,4,6,,9,6,7,,6,7,,9,6,4,6,5,3,,,,,,,,,,6,,5,4,2,2,,,,5,,,9,5,6,4,6,6,,4,1,9,6,2,1942,10,9,,,,,,,
9,1,SDPS,2410,5,6,10,,3,,9,2,7,,6,10,2,8,4,7,6,5,6,3,7,10,0,5,4,0,6,9,6,1,3,4,2,9,0,0,0,10,0,10,7,1,6,2,3,3,9,5,2,1982,3,5,,,,,,,
9,2,KPV LV,2415,5,3,9,,,,10,3,5,,7,10,9,9,7,7,7,5,10,7,5,10,0,9,10,10,,8,5,5,6,6,,,5,0,10,10,10,0,7,4,5,2,3,3,9,5,2,1982,3,5,,,,,,,
9,3,JKP,2416,5,4,9,,4,,8,3,8,,5,10,8,9,10,3,8,6,7,4,5,10,0,5,8,5,7,8,6,7,10,4,7,,9,0,9,10,10,10,7,5,4,3,1,3,9,5,2,1982,3,5,,,,,,,
